ID,Cur Stn,"Cur City, State",Cur Division,Cur Train,Model,Model Year,Built Date,Rebuilt Date,HP,Category,Train Service Code,Assign Date,Last Upd,Home Shop,Alt Shop,Power Usage,Home Operating Station,Status,Servicing State,Task Type,FRA Due,FRA Dead,Next LCDI Due,Axles,ADH,SM,AC,DP Code,DP Description,Energy Mgmt,Energy Mgmt Health,ECP Code,ECP Description,CS,LSL,PTC,PTC Health,Slow Speed,Remote Control,Auto Start,Loco Apu,Remote Diag,Fuel Cap,Rail View,Loco Grp,Brake Schedule,Amtrak Clearance,Cell Phn Detection,V/TI,Length,Weight
NS 6735,PT236,"Altoona, PA",Pittsburgh (74),,SD60I,1995,1995-03-01,,3800,RD Unit IN RD Service,RD Storage Road Units (SV),2019-04-21,RYU88,MDH,MDH,RD,,S,IS,AF,2019-04-04,2019-04-11,2019-04-20,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Unhealthy,EMD-AAR,,Ztr Smartstart (1400 OR 3200 Series),,NEQ,5000,Y,5,EPIC2,Y,N,,"71'7""",395000
NS 6736,PT236,"Altoona, PA",Pittsburgh (74),,SD60I,1995,1995-03-01,,3800,RD Unit IN RD Service,RD Storage Road Units (SV),2019-04-21,RYU88,MDH,MDH,RD,,S,IS,AF,2019-03-08,2019-03-15,2019-03-26,6,High,,Y,N,Not Equipped,,,N,Not Equipped,,,IETMS,Unhealthy,EMD-AAR,,,,NEQ,5000,N,5,EPIC2,Y,N,,"71'7""",395000
NS 6737,PT236,"Altoona, PA",Pittsburgh (74),,SD60I,1995,1995-03-01,,3800,RD Unit IN RD Service,RD Storage Road Units (SV),2019-04-21,RYU88,MDH,MDH,RD,,S,IS,AF,2019-03-08,2019-03-15,2019-01-17,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Unhealthy,EMD-AAR,,,,NEQ,5000,Y,5,EPIC2,Y,N,,"71'7""",395000
NS 6738,PT236,"Altoona, PA",Pittsburgh (74),,SD60I,1995,1995-03-01,,3800,RD Unit IN RD Service,RD Storage Road Units (SV),2019-04-08,RYU88,MDH,MDH,RD,,S,IS,AF,2019-05-15,2019-05-22,2019-05-03,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,EMD-AAR,,Ztr Smartstart Iie,,NEQ,5000,Y,5,EPIC2,Y,N,,"71'7""",395000
NS 6739,PT236,"Altoona, PA",Pittsburgh (74),,SD60I,1995,1995-03-01,,3800,RD Unit IN RD Service,RD Storage Road Units (SV),2019-04-21,RYU88,MDH,MDH,RD,,S,IS,AF,2019-02-03,2019-02-10,2019-01-18,6,High,,Y,N,Not Equipped,,,N,Not Equipped,,,IETMS,Unhealthy,EMD-AAR,,,,NEQ,5000,N,5,EPIC2,Y,N,,"71'7""",395000
NS 4016,10451,"Williamson Yard, WV",Pocahontas (62),U04.25,AC44C6M,1995,1995-03-04,2016-09-30,4400,RD Unit IN RD Service,RD Duke Power (DP),2016-09-30,TXIFV,SCX,SCX,RD,,A,,AF,2019-07-13,2019-07-20,2019-05-23,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,N,,"73'2""",410000
NS 4024,A546,"Moundville Scanner, AL",Alabama (08),219.26,AC44C6M,1995,1995-03-04,2017-06-23,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,,AF,2019-06-18,2019-06-25,2019-05-27,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,N,,"73'2""",410000
NS 4044,271W,"Louisville, KY",Illinois (94),,AC44C6M,1995,1995-03-06,2017-04-01,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,RT,AF,2019-05-06,2019-05-13,2019-05-27,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,N,,"73'2""",410000
NS 4098,11375,"Elmore, WV",Pocahontas (62),,AC44C6M,1995,1995-03-08,2018-10-22,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,,AF,2019-05-24,2019-05-31,2019-04-22,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,N,,"73'2""",410000
NS 4069,EC7,"Radford, NC",Piedmont (03),,AC44C6M,1995,1995-03-09,2017-10-10,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,,AF,2019-07-16,2019-07-23,2019-05-25,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,Y,,"73'2""",410000
NS 4109,10677,"Lewis Center Scanne, OH",Lake (92),132.24,AC44C6M,1995,1995-03-09,2019-01-13,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,,AF,2019-06-07,2019-06-14,2019-05-26,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,N,,"73'2""",410000
NS 4011,05019,"Kingsland Scanner, IN",Lake (92),60C.25,AC44C6M,1995,1995-03-11,2016-10-01,4400,RD Unit IN RD Service,RD Duke Power (DP),2016-09-30,TXIFV,SCX,SCX,RD,,A,IB,AF,2019-04-17,2019-04-24,2019-05-20,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,Y,,"73'2""",410000
NS 4090,148H,"Atlanta, GA",Georgia (04),173.25,AC44C6M,1995,1995-03-11,2018-07-17,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,IC,AF,2019-04-20,2019-04-27,2019-05-27,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,Y,,"73'2""",410000
NS 4102,LC11,"Blairsville, PA",Pittsburgh (74),518.25,AC44C6M,1995,1995-03-11,2018-11-21,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,IC,AF,2019-05-11,2019-05-18,2019-05-10,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,N,,"73'2""",410000
NS 4045,10129,"Crewe, VA",Pocahontas (62),,AC44C6M,1995,1995-03-12,2017-05-06,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,,AF,2019-05-01,2019-05-08,2019-05-27,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,Y,,"73'2""",410000
NS 4055,160A,"Loudon, TN",Georgia (04),300.26,AC44C6M,1995,1995-03-13,2017-04-27,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,,AF,2019-07-18,2019-07-25,2019-05-28,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,N,,"73'2""",410000
NS 4097,10451,"Williamson Yard, WV",Pocahontas (62),,AC44C6M,1995,1995-03-16,2018-10-06,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,IB,AF,2019-07-02,2019-07-09,2019-05-11,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,N,,"73'2""",410000
NS 4095,CD506,"Whiting Scanner, IN",Dearborn (76),25V.24,AC44C6M,1995,1995-03-18,2018-09-18,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,IC,AF,2019-06-05,2019-06-12,2019-05-26,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,Y,,"73'2""",410000
NS 4111,547A,"Memphis, TN",Alabama (08),,AC44C6M,1995,1995-03-18,2018-12-06,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,,AF,2019-04-29,2019-05-06,2019-05-06,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,N,,"73'2""",410000
NS 4004,10760,"N Bellevue Scanner, OH",Lake (92),332.26,AC44C6M,1995,1995-03-19,2016-09-11,4400,RD Unit IN RD Service,RD Duke Power (DP),2016-09-30,TXIFV,SCX,SCX,RD,,A,,AF,2019-07-07,2019-07-14,2019-05-22,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,N,,"73'2""",410000
NS 4025,CD195,"Berea Scanner, OH",Dearborn (76),22K.25,AC44C6M,1995,1995-03-19,2017-06-08,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,,AF,2019-06-07,2019-06-14,2019-05-27,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,Y,,"73'2""",410000
NS 4121,791,"Birmingham, AL",Alabama (08),16T.25,AC44C6M,1995,1995-03-19,2018-04-23,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,,AF,2019-07-15,2019-07-22,2019-05-26,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,N,,"73'2""",410000
NS 4005,70579,"Salem, IL",Illinois (94),,AC44C6M,1995,1995-03-20,2016-12-31,4400,RD Unit IN RD Service,RD Duke Power (DP),2016-09-30,TXIFV,SCX,SCX,RD,,A,,AF,2019-06-08,2019-06-15,2019-05-23,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,N,,"73'2""",410000
NS 4048,10129,"Crewe, VA",Pocahontas (62),V11.26,AC44C6M,1995,1995-03-21,2017-08-10,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,,AF,2019-07-05,2019-07-12,2019-05-26,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,N,,"73'2""",410000
NS 4099,PT236,"Altoona, PA",Pittsburgh (74),,AC44C6M,1995,1995-03-23,2018-10-21,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,S,IS,AF,2019-01-09,2019-01-16,2018-11-23,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,N,,"73'2""",410000
NS 4012,10254,"Roanoke, VA",Pocahontas (62),746.22,AC44C6M,1995,1995-03-24,2016-10-31,4400,RD Unit IN RD Service,RD Duke Power (DP),2016-09-30,TXIFV,SCX,SCX,RD,,A,,AF,2019-05-02,2019-05-09,2019-05-19,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,N,,"73'2""",410000
NS 4034,547A,"Memphis, TN",Alabama (08),,AC44C6M,1995,1995-03-24,2017-09-22,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,,AF,2019-06-23,2019-06-30,2019-05-21,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,Y,,"73'2""",410000
NS 4061,158H,"Wells ST Scanner, GA",Georgia (04),210.25,AC44C6M,1995,1995-03-24,2017-06-29,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,,AF,2019-07-17,2019-07-24,2019-05-26,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,Y,,"73'2""",410000
NS 4080,HA671,"Taylor North Scanne, PA",Harrisburg (72),11Z.26,AC44C6M,1995,1995-03-25,2018-03-25,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,,AF,2019-06-20,2019-06-27,2019-05-27,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,N,,"73'2""",410000
NS 4085,KF33,"Shelocta, PA",Pittsburgh (74),,AC44C6M,1995,1995-03-25,2018-05-15,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,IC,AF,2019-05-01,2019-05-08,2019-05-17,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,N,,"73'2""",410000
NS 4026,547A,"Memphis, TN",Alabama (08),,AC44C6M,1995,1995-03-26,2017-05-25,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,,AF,2019-04-09,2019-04-16,2019-04-17,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,Y,,"73'2""",410000
NS 4027,80MB,"Walker Springs Scan, AL",Alabama (08),183.25,AC44C6M,1995,1995-03-26,2017-06-14,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,,AF,2019-06-22,2019-06-29,2019-05-27,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,N,,"73'2""",410000
NS 4033,11375,"Elmore, WV",Pocahontas (62),,AC44C6M,1995,1995-03-26,2017-09-22,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,,AF,2019-06-21,2019-06-28,2019-05-22,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,N,,"73'2""",410000
NS 4091,206W,"ST Anthony Scanner, IN",Illinois (94),77J.25,AC44C6M,1995,1995-03-26,2018-07-09,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,,AF,2019-06-26,2019-07-03,2019-05-14,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,Y,,"73'2""",410000
NS 4001,PT236,"Altoona, PA",Pittsburgh (74),,AC44C6M,1995,1995-03-30,2015-08-02,4400,RD Unit IN RD Service,RD Duke Power (DP),2016-09-30,TXIFV,SCX,SCX,RD,,S,IS,AF,2017-05-25,2017-06-01,,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,N,,"73'2""",410000
NS 4079,CD216,"Fairlane Yard, OH",Dearborn (76),21A.25,AC44C6M,1995,1995-03-30,2018-03-19,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,,AF,2019-06-17,2019-06-24,2019-05-24,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,N,,"73'2""",410000
NS 2797,10254,"Roanoke, VA",Pocahontas (62),,SD70M,1995,1995-04-01,,4000,RD Unit IN RD Service,RD Storage Road Units (SV),2018-12-03,RYU88,MDH,MDH,RD,,S,IS,ME,2018-12-06,2018-12-13,,6,High,,Y,N,Not Equipped,,,N,Not Equipped,,,IETMS,Unhealthy,,,Emd Auto Start/Shdwn  Decal 40160487,,NEQ,5000,N,5,26L,N,N,,"72'4""",432000
NS 2798,10253,"Roanoke Freight Sta, VA",Pocahontas (62),,SD70M,1995,1995-04-01,,4000,RD Unit IN RD Service,RD Storage Road Units (SV),2018-12-03,RYU88,MDH,MDH,RD,,S,IS,AN,2019-01-20,2019-01-27,,6,High,,Y,N,Not Equipped,,,N,Not Equipped,,,IETMS,Unhealthy,,,Emd Auto Start/Shdwn  Decal 40160487,,NEQ,5000,Y,5,26L,N,N,,"72'4""",432000
NS 2799,10253,"Roanoke Freight Sta, VA",Pocahontas (62),,SD70M,1995,1995-04-01,,4000,RD Unit IN RD Service,RD Storage Road Units (SV),2018-12-03,RYU88,MDH,MDH,RD,,S,IS,MR,2019-02-05,2019-02-12,,6,High,,Y,N,Not Equipped,,,N,Not Equipped,,,IETMS,Unhealthy,,,Emd Auto Start/Shdwn  Decal 40160487,,NEQ,5000,N,5,26L,N,N,,"72'4""",432000
NS 4017,A630,"Meridian, MS",Alabama (08),,AC44C6M,1995,1995-04-01,2016-09-16,4400,RD Unit IN RD Service,RD Duke Power (DP),2016-09-30,TXIFV,SCX,SCX,RD,,A,,AF,2019-06-19,2019-06-26,2019-05-26,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,N,,"73'2""",410000
NS 4028,BNSEN,"Bensenville Cprs, IL",Dearborn (76),,AC44C6M,1995,1995-04-01,2017-06-23,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,,AF,2019-06-28,2019-07-05,2019-05-27,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,N,,"73'2""",410000
NS 4041,PC23,"Conway, PA",Pittsburgh (74),,AC44C6M,1995,1995-04-01,2017-08-17,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,RT,AF,2019-07-18,2019-07-25,2019-05-27,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,N,,"73'2""",410000
NS 4053,09711,"Kansas City, MO",Illinois (94),,AC44C6M,1995,1995-04-01,2017-03-30,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,,AF,2019-07-06,2019-07-13,2019-05-27,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,N,,"73'2""",410000
NS 4076,A826,"New Orleans, LA",Alabama (08),,AC44C6M,1995,1995-04-01,2018-02-14,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,,AF,2019-05-01,2019-05-08,2019-05-28,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,Y,,"73'2""",410000
NS 4119,186H,"Locus Grove Wild SC, GA",Georgia (04),282.25,AC44C6M,1995,1995-04-01,2018-05-25,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,,MR,2019-07-03,2019-07-10,2019-05-19,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,Y,,"73'2""",410000
NS 4120,11375,"Elmore, WV",Pocahontas (62),,AC44C6M,1995,1995-04-01,2018-04-30,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,IC,MR,2019-04-25,2019-05-02,2019-05-26,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,N,Not Equipped,Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,N,,"73'2""",410000
NS 6726,PT236,"Altoona, PA",Pittsburgh (74),,SD60I,1995,1995-04-01,,3800,RD Unit IN RD Service,RD Storage Road Units (SV),2019-04-08,RYU88,MDH,MDH,RD,,S,IS,AF,2019-05-31,2019-06-07,2019-05-03,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Unhealthy,EMD-AAR,,Ztr Smartstart Iie,,NEQ,5000,N,5,EPIC2,Y,N,,"71'7""",395000
NS 6740,PT236,"Altoona, PA",Pittsburgh (74),,SD60I,1995,1995-04-01,,3800,RD Unit IN RD Service,RD Storage Road Units (SV),2019-04-21,RYU88,MDH,MDH,RD,,S,IS,AF,2019-03-07,2019-03-14,2019-03-25,6,High,,Y,N,Not Equipped,,,N,Not Equipped,,,IETMS,Unhealthy,EMD-AAR,,,,NEQ,5000,N,5,EPIC2,Y,N,,"71'7""",395000
NS 6741,PT236,"Altoona, PA",Pittsburgh (74),,SD60I,1995,1995-04-01,,3800,RD Unit IN RD Service,RD Storage Road Units (SV),2019-04-21,RYU88,MDH,MDH,RD,,S,IS,AF,2019-05-02,2019-05-09,2019-03-22,6,High,,Y,N,Not Equipped,,,N,Not Equipped,,,IETMS,Unhealthy,EMD-AAR,,Ztr Smartstart (1400 OR 3200 Series),,NEQ,5000,N,5,EPIC2,Y,N,,"71'7""",395000
NS 6742,PT236,"Altoona, PA",Pittsburgh (74),,SD60I,1995,1995-04-01,,3800,RD Unit IN RD Service,RD Storage Road Units (SV),2019-04-08,RYU88,MDH,MDH,RD,,S,IS,MR,2019-06-11,2019-06-18,2019-05-11,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Unhealthy,EMD-AAR,,,,NEQ,5000,N,5,EPIC2,Y,N,,"71'7""",395000
NS 6743,PT236,"Altoona, PA",Pittsburgh (74),,SD60I,1995,1995-04-01,,3800,RD Unit IN RD Service,RD Storage Road Units (SV),2019-04-22,TXIFV,MDH,MDH,RD,,S,IS,AF,2019-03-15,2019-03-22,2019-04-09,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Unhealthy,EMD-AAR,,Ztr Smartstart (1400 OR 3200 Series),,NEQ,5000,N,5,EPIC2,Y,N,,"71'7""",395000
NS 4056,70574,"Corwith TV, IL",Dearborn (76),,AC44C6M,1995,1995-04-02,2017-05-05,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,IB,AF,2019-06-25,2019-07-02,2019-05-23,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,Y,,"73'2""",410000
NS 4108,547A,"Memphis, TN",Alabama (08),,AC44C6M,1995,1995-04-02,2019-02-12,4400,RD Unit IN RD Service,RD Chattanooga Shop (4S),,,CHA,MDH,RD,,A,,AF,2019-04-12,2019-04-19,2019-05-27,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,TL,Trainline Only (TRAIL),Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,5000,Y,6,CCB2,Y,N,,"73'2""",410000
NS 7241,182,"Lawyers Scanner, VA",Piedmont (03),35Q.25,SD70ACU,1995,1995-12-01,2017-02-28,4500,RD Unit IN RD Service,RD Enola Shop (4W),2015-06-10,TXIFV,ENO,MDH,RD,,A,,AF,2019-06-28,2019-07-05,2019-05-24,6,High,,Y,Y,Radio Only,Leader,Unhealthy,N,Not Equipped,Y,Y,IETMS,Unhealthy,EMD-AAR,,Emd Auto Start/Shdwn  Decal 40160487,,EMD-TMC,4700,Y,6,CCB2,Y,N,,"80'2""",432000
